,correct word,misspelled word,total edit distance,number of words with error,close change,changes
951,اعلام می‌کنند,اعلام م‌گنمد,3.0,2.0,1.0,"[[], [1, 0, 0]]"
952,چند ساعت,چند ساصعت,1.0,1.0,0.0,"[[], [2]]"
953,چند ساعت,چند ساغت,1.0,1.0,1.0,"[[], [0]]"
954,چند ساعت,چند وانعت,2.0,1.0,0.0,"[[], [0, 2]]"
955,چند ساعت,چند ساآ,2.0,1.0,1.0,"[[], [1, 0]]"
956,چند ساعت,چند سعج,2.0,2.0,0.0,"[[], [1, 0]]"
957,چند ساعت,چن ساع,2.0,2.0,1.0,"[[1], [1]]"
958,چند ساعت,هچپ ساعت,3.0,1.0,0.0,"[[2, 1, 0], []]"
959,چند ساعت,جچذ ساعت,3.0,1.0,1.0,"[[2, 1, 0], []]"
960,چند ساعت,چان اعت,3.0,2.0,0.0,"[[2, 1], [1]]"
961,چند ساعت,پتید ساعت,3.0,2.0,1.0,"[[0, 0, 2], []]"
