,correct word,misspelled word,total edit distance,number of words with error,close change,changes,none word
2209,نفر دز سوم واکسن,نفر دز سوم واغسن,1.0,1.0,0.0,"[[], [], [], [0]]",True
2210,نفر دز سوم واکسن,مفر دز سوم واکسن,1.0,1.0,1.0,"[[0], [], [], []]",False
2211,نفر دز سوم واکسن,نفر دز ژوب واکسن,2.0,1.0,0.0,"[[], [], [0, 0], []]",False
2212,نفر دز سوم واکسن,نفر یدذ سوم واکسن,2.0,1.0,1.0,"[[], [2, 0], [], []]",True
2213,نفر دز سوم واکسن,نفر دز سو وفکسن,2.0,2.0,0.0,"[[], [], [1], [0]]",True
2214,نفر دز سوم واکسن,نفذر دز سوم داکسن,2.0,2.0,1.0,"[[2], [], [], [0]]",True
2215,نفر دز سوم واکسن,قنثفور دز سوم واکسن,3.0,1.0,0.0,"[[2, 2, 2], [], [], []]",True
2216,نفر دز سوم واکسن,نفر دز سوم ولاس,3.0,1.0,1.0,"[[], [], [], [2, 1, 1]]",True
2217,نفر دز سوم واکسن,نفر د سوم واسچ,3.0,2.0,0.0,"[[], [1], [], [1, 0]]",True
2218,نفر دز سوم واکسن,نغفز دز سوم واکشسن,3.0,2.0,1.0,"[[2, 0], [], [], [2]]",True
2219,مصوبه ستاد ملی مقابله,مصوبه تاد ملی مقابله,1.0,1.0,0.0,"[[], [1], [], []]",False
2220,مصوبه ستاد ملی مقابله,مصوبه سآاد ملی مقابله,1.0,1.0,1.0,"[[], [0], [], []]",True
2221,مصوبه ستاد ملی مقابله,مصوبه ستطا ملی مقابله,2.0,1.0,0.0,"[[], [2, 1], [], []]",True
2222,مصوبه ستاد ملی مقابله,مصوبه سای ملی مقابله,2.0,1.0,1.0,"[[], [1, 0], [], []]",False
2223,مصوبه ستاد ملی مقابله,مصوبه ستاد مل ظمقابله,2.0,2.0,0.0,"[[], [], [1], [2]]",True
2224,مصوبه ستاد ملی مقابله,مصوبه ستاد کملی مقتابله,2.0,2.0,1.0,"[[], [], [2], [2]]",True
2225,مصوبه ستاد ملی مقابله,مصوبه فباف ملی مقابله,3.0,1.0,0.0,"[[], [0, 0, 0], [], []]",True
2226,مصوبه ستاد ملی مقابله,مصوبه ستاد کاب مقابله,3.0,1.0,1.0,"[[], [], [0, 0, 0], []]",True
2227,مصوبه ستاد ملی مقابله,مصوبه ستژد ملی حقاابله,3.0,2.0,0.0,"[[], [0], [], [0, 2]]",True
2228,مصوبه ستاد ملی مقابله,نثصوبه ستای ملی مقابله,3.0,2.0,1.0,"[[0, 2], [0], [], []]",True
2229,بیماری تحت مراقبت قرار,بیماری تحت مراقبت قمار,1.0,1.0,0.0,"[[], [], [], [0]]",False
2230,بیماری تحت مراقبت قرار,بیمتاری تحت مراقبت قرار,1.0,1.0,1.0,"[[2], [], [], []]",True
2231,بیماری تحت مراقبت قرار,بیگارغی تحت مراقبت قرار,2.0,1.0,0.0,"[[0, 2], [], [], []]",True
2232,بیماری تحت مراقبت قرار,بیماری تحت رافقبت قرار,2.0,1.0,1.0,"[[], [], [1, 2], []]",True
2233,بیماری تحت مراقبت قرار,بچماری تحت مراقبت قلرار,2.0,2.0,0.0,"[[0], [], [], [2]]",True
2234,بیماری تحت مراقبت قرار,بیماری احت ماقبت قرار,2.0,2.0,1.0,"[[], [0], [1], []]",True
2235,بیماری تحت مراقبت قرار,فبیچاطری تحت مراقبت قرار,3.0,1.0,0.0,"[[2, 0, 2], [], [], []]",True
2236,بیماری تحت مراقبت قرار,بیماری تحت نمرتاقبآ قرار,3.0,1.0,1.0,"[[], [], [2, 2, 0], []]",True
2237,بیماری تحت مراقبت قرار,بیماری چحت مرات قرار,3.0,2.0,0.0,"[[], [0], [1, 1], []]",True
2238,بیماری تحت مراقبت قرار,یبیماری تحت مراقبت قذلار,3.0,2.0,1.0,"[[2], [], [], [0, 2]]",True
2239,نمایندگان محترم مجلس شورای,نمایندگان مزترم مجلس شورای,1.0,1.0,0.0,"[[], [0], [], []]",True
2240,نمایندگان محترم مجلس شورای,نمایندگان محترم ملس شورای,1.0,1.0,1.0,"[[], [], [1], []]",False
2241,نمایندگان محترم مجلس شورای,نمایندگان فمحتم مجلس شورای,2.0,1.0,0.0,"[[], [2, 1], [], []]",True
2242,نمایندگان محترم مجلس شورای,نمایندگان محترم مجلس سشوای,2.0,1.0,1.0,"[[], [], [], [2, 1]]",True
2243,نمایندگان محترم مجلس شورای,نمایندگان محترم مجکلس شوای,2.0,2.0,0.0,"[[], [], [2], [1]]",True
2244,نمایندگان محترم مجلس شورای,نمایندگان محتر مجلس شورابی,2.0,2.0,1.0,"[[], [1], [], [2]]",True
2245,نمایندگان محترم مجلس شورای,نمایندگان محترم مجلس بوتری,3.0,1.0,0.0,"[[], [], [], [0, 2, 1]]",True
2246,نمایندگان محترم مجلس شورای,نمایندگان محترم کمحجآس شورای,3.0,1.0,1.0,"[[], [], [2, 2, 0], []]",True
2247,نمایندگان محترم مجلس شورای,نایندگان محترم سجلخس شورای,3.0,2.0,0.0,"[[1], [], [0, 2], []]",True
2248,نمایندگان محترم مجلس شورای,ننمایندگاتن محترم مچجلس شورای,3.0,2.0,1.0,"[[2, 2], [], [2], []]",True
2249,اجرای طرح شهید سلیمانی,اجرای طرح شهد سلیمانی,1.0,1.0,0.0,"[[], [], [1], []]",False
2250,اجرای طرح شهید سلیمانی,اجرای طرح شهسد سلیمانی,1.0,1.0,1.0,"[[], [], [0], []]",True
2251,اجرای طرح شهید سلیمانی,اجرای طرح فشظهید سلیمانی,2.0,1.0,0.0,"[[], [], [2, 2], []]",True
2252,اجرای طرح شهید سلیمانی,احزرای طرح شهید سلیمانی,2.0,1.0,1.0,"[[0, 2], [], [], []]",True
2253,اجرای طرح شهید سلیمانی,اجرای طح شهی سلیمانی,2.0,2.0,0.0,"[[], [1], [1], []]",True
2254,اجرای طرح شهید سلیمانی,تاجرای طرح شهیید سلیمانی,2.0,2.0,1.0,"[[2], [], [2], []]",True
2255,اجرای طرح شهید سلیمانی,اجرای دطگرط شهید سلیمانی,3.0,1.0,0.0,"[[], [2, 2, 0], [], []]",True
2256,اجرای طرح شهید سلیمانی,اجرای زطذخ شهید سلیمانی,3.0,1.0,1.0,"[[], [2, 0, 0], [], []]",True
2257,اجرای طرح شهید سلیمانی,اجرای سحرح شهید سصیمانی,3.0,2.0,0.0,"[[], [0, 2], [], [0]]",True
2258,اجرای طرح شهید سلیمانی,اچجرای زرهح شهید سلیمانی,3.0,2.0,1.0,"[[2], [0, 2], [], []]",True
2259,حکام آژانس بین‌المللی انرژی,حکام آژانس بین‌الللی انرژی,1.0,1.0,0.0,"[[], [], [1], []]",True
2260,حکام آژانس بین‌المللی انرژی,حکام آژانس بین‌المللب انرژی,1.0,1.0,1.0,"[[], [], [0], []]",True
2261,حکام آژانس بین‌المللی انرژی,حکام آژبن بین‌المللی انرژی,2.0,1.0,0.0,"[[], [0, 1], [], []]",True
2262,حکام آژانس بین‌المللی انرژی,حکام آژانس بین‌المللی ارری,2.0,1.0,1.0,"[[], [], [], [1, 0]]",True
2263,حکام آژانس بین‌المللی انرژی,حکام یآژانس بین‌المللی انرژگی,2.0,2.0,0.0,"[[], [2], [], [2]]",True
2264,حکام آژانس بین‌المللی انرژی,حکام آژلنس بین‌المللی امرژی,2.0,2.0,1.0,"[[], [0], [], [0]]",True
2265,حکام آژانس بین‌المللی انرژی,حکام آژانس بیخ‌غالمهللی انرژی,3.0,1.0,0.0,"[[], [], [0, 2, 2], []]",True
2266,حکام آژانس بین‌المللی انرژی,خلم آژانس بین‌المللی انرژی,3.0,1.0,1.0,"[[0, 1, 0], [], [], []]",True
2267,حکام آژانس بین‌المللی انرژی,حکام آژماس بین‌والمللی انرژی,3.0,2.0,0.0,"[[], [2, 1], [2], []]",True
2268,حکام آژانس بین‌المللی انرژی,حکام آژانس بستن‌المللی لنرژی,3.0,2.0,1.0,"[[], [], [0, 2], [0]]",True
2269,شهادت امام حسین ع,شهادت امام حسن ع,1.0,1.0,0.0,"[[], [], [1], []]",False
2270,شهادت امام حسین ع,شهادت اام حسین ع,1.0,1.0,1.0,"[[], [1], [], []]",True
2271,شهادت امام حسین ع,شهادت اابم حسین ع,2.0,1.0,0.0,"[[], [1, 2], [], []]",True
2272,شهادت امام حسین ع,شهادت امام حییم ع,2.0,1.0,1.0,"[[], [], [0, 0], []]",False
2273,شهادت امام حسین ع,شهاچدت اماا حسین ع,2.0,2.0,0.0,"[[2], [0], [], []]",True
2274,شهادت امام حسین ع,شهادت امان حسین غ,2.0,2.0,1.0,"[[], [0], [], [0]]",False
2275,شهادت امام حسین ع,شهادت امام سحپسیقن ع,3.0,1.0,0.0,"[[], [], [2, 2, 2], []]",True
2276,شهادت امام حسین ع,شخهاذ امام حسین ع,3.0,1.0,1.0,"[[2, 0, 1], [], [], []]",True
2277,شهادت امام حسین ع,هجادت امام حسن ع,3.0,2.0,0.0,"[[1, 2], [], [1], []]",True
2278,شهادت امام حسین ع,سهات انمام حسین ع,3.0,2.0,1.0,"[[0, 1], [2], [], []]",True
2279,همان - همان -,همان - هملن -,1.0,1.0,1.0,"[[], [], [0], []]",True
2280,همان - همان -,همان - هحاض -,2.0,1.0,0.0,"[[], [], [0, 0], []]",True
2281,همان - همان -,هنما - همان -,2.0,1.0,1.0,"[[2, 1], [], [], []]",True
2282,همان - همان -,همان - دمذازن -,3.0,1.0,0.0,"[[], [], [0, 2, 2], []]",True
2283,همان - همان -,هت - همان -,3.0,1.0,1.0,"[[1, 0, 1], [], [], []]",False
2284,پیامبر اکرم ص فرمود,پیامبر اکرم بص فرمود,1.0,1.0,0.0,"[[], [], [2], []]",True
2285,پیامبر اکرم ص فرمود,پیاکمبر اکرم ص فرمود,1.0,1.0,1.0,"[[2], [], [], []]",True
2286,پیامبر اکرم ص فرمود,پیامبر کرغ ص فرمود,2.0,1.0,0.0,"[[], [1, 0], [], []]",True
2287,پیامبر اکرم ص فرمود,پیاکبذر اکرم ص فرمود,2.0,1.0,1.0,"[[0, 2], [], [], []]",True
2288,پیامبر اکرم ص فرمود,پیضمبر اکرم ص فرمسد,2.0,2.0,0.0,"[[0], [], [], [0]]",True
2289,پیامبر اکرم ص فرمود,پیامبر اکرم ث رمود,2.0,2.0,1.0,"[[], [], [0], [1]]",True
2290,پیامبر اکرم ص فرمود,پیامبر لمر ص فرمود,3.0,1.0,1.0,"[[], [0, 0, 1], [], []]",True
2291,پیامبر اکرم ص فرمود,پیامبر کم ص فظرمود,3.0,2.0,0.0,"[[], [1, 1], [], [2]]",True
2292,پیامبر اکرم ص فرمود,پیامبر اکزرم ص فروذد,3.0,2.0,1.0,"[[], [2], [], [1, 2]]",True
2293,جلسه شورای شهر تهران,جلسه شورای وشهر تهران,1.0,1.0,0.0,"[[], [], [2], []]",False
2294,جلسه شورای شهر تهران,جلسه شورای سشهر تهران,1.0,1.0,1.0,"[[], [], [2], []]",True
2295,جلسه شورای شهر تهران,جلسه شیاای شهر تهران,2.0,1.0,0.0,"[[], [0, 0], [], []]",True
2296,جلسه شورای شهر تهران,جلسه شورای سشعر تهران,2.0,1.0,1.0,"[[], [], [2, 0], []]",True
2297,جلسه شورای شهر تهران,جلسه شورضای شهف تهران,2.0,2.0,0.0,"[[], [2], [0], []]",True
2298,جلسه شورای شهر تهران,جلسه ورای شهر تهرا,2.0,2.0,1.0,"[[], [1], [], [1]]",False
2299,جلسه شورای شهر تهران,جلسه شواژشی شهر تهران,3.0,1.0,0.0,"[[], [0, 0, 2], [], []]",True
2300,جلسه شورای شهر تهران,جلسه سدراب شهر تهران,3.0,1.0,1.0,"[[], [0, 0, 0], [], []]",True
2301,جلسه شورای شهر تهران,جزسگ شورای شاهر تهران,3.0,2.0,0.0,"[[0, 0], [], [2], []]",True
2302,جلسه شورای شهر تهران,حآسه شورای شهر تخران,3.0,2.0,1.0,"[[0, 0], [], [], [0]]",True
2303,میلیارد ریال برآورد کرده‌اند,میلیارد ریال برآخرد کرده‌اند,1.0,1.0,0.0,"[[], [], [0], []]",True
2304,میلیارد ریال برآورد کرده‌اند,میلیارد رسیال برآورد کرده‌اند,1.0,1.0,1.0,"[[], [2], [], []]",True
2305,میلیارد ریال برآورد کرده‌اند,میلیارد راع برآورد کرده‌اند,2.0,1.0,0.0,"[[], [1, 0], [], []]",False
2306,میلیارد ریال برآورد کرده‌اند,نمیلیار ریال برآورد کرده‌اند,2.0,1.0,1.0,"[[2, 1], [], [], []]",True
2307,میلیارد ریال برآورد کرده‌اند,میلمیارد ریال برآورپد کرده‌اند,2.0,2.0,0.0,"[[2], [], [2], []]",True
2308,میلیارد ریال برآورد کرده‌اند,نمیلیارد ریال برآورد کرده‌انذ,2.0,2.0,1.0,"[[2], [], [], [0]]",True
2309,میلیارد ریال برآورد کرده‌اند,میلیارد ریال برآورد کره‌یاد,3.0,1.0,0.0,"[[], [], [], [1, 2, 1]]",True
2310,میلیارد ریال برآورد کرده‌اند,میلیارد زسلل برآورد کرده‌اند,3.0,1.0,1.0,"[[], [0, 0, 0], [], []]",True
2311,میلیارد ریال برآورد کرده‌اند,میلیارد رال برآورد کغرده‌اد,3.0,2.0,0.0,"[[], [1], [], [2, 1]]",True
2312,میلیارد ریال برآورد کرده‌اند,میلیارد ریال برلآورد کرذده‌ند,3.0,2.0,1.0,"[[], [], [2], [2, 1]]",True
2313,فرمانده انتظامی تهران بزرگ,فرمانده انتظامی تهران بزرظگ,1.0,1.0,0.0,"[[], [], [], [2]]",True
2314,فرمانده انتظامی تهران بزرگ,فرمانده انتظامی تهان بزرگ,1.0,1.0,1.0,"[[], [], [1], []]",True
2315,فرمانده انتظامی تهران بزرگ,فرمانده انظای تهران بزرگ,2.0,1.0,0.0,"[[], [1, 1], [], []]",True
2316,فرمانده انتظامی تهران بزرگ,فذرماندع انتظامی تهران بزرگ,2.0,1.0,1.0,"[[2, 0], [], [], []]",True
2317,فرمانده انتظامی تهران بزرگ,فرمانده انتظاتی تهران بزرل,2.0,2.0,0.0,"[[], [0], [], [0]]",True
2318,فرمانده انتظامی تهران بزرگ,فرملانده انتذامی تهران بزرگ,2.0,2.0,1.0,"[[2], [0], [], []]",True
2319,فرمانده انتظامی تهران بزرگ,فرچاثد انتظامی تهران بزرگ,3.0,1.0,0.0,"[[0, 0, 1], [], [], []]",True
2320,فرمانده انتظامی تهران بزرگ,فرمانده انتظامی نتخهرام بزرگ,3.0,1.0,1.0,"[[], [], [2, 2, 0], []]",True
2321,فرمانده انتظامی تهران بزرگ,زطرمانده انتظمی تهران بزرگ,3.0,2.0,0.0,"[[0, 2], [1], [], []]",True
2322,فرمانده انتظامی تهران بزرگ,فرمانده انتظامی تخرتان بطزرگ,3.0,2.0,1.0,"[[], [], [0, 2], [2]]",True
2323,طی دو سال گذشته,طی دو سال گظشته,1.0,1.0,0.0,"[[], [], [], [0]]",True
2324,طی دو سال گذشته,طی دو سال گشته,1.0,1.0,1.0,"[[], [], [], [1]]",False
2325,طی دو سال گذشته,طی ر سال گذشته,2.0,1.0,0.0,"[[], [1, 0], [], []]",False
2326,طی دو سال گذشته,طی دو یسا گذشته,2.0,1.0,1.0,"[[], [], [2, 1], []]",True
2327,طی دو سال گذشته,بطی دو سال گذششته,2.0,2.0,0.0,"[[2], [], [], [2]]",True
2328,طی دو سال گذشته,طی ددو سال کگذشته,2.0,2.0,1.0,"[[], [2], [], [2]]",True
2329,طی دو سال گذشته,طی دو بسداش گذشته,3.0,1.0,0.0,"[[], [], [2, 2, 0], []]",True
2330,طی دو سال گذشته,طی دو سال ذسشه,3.0,1.0,1.0,"[[], [], [], [1, 2, 1]]",True
2331,طی دو سال گذشته,طی دو سواع گذشده,3.0,2.0,0.0,"[[], [], [2, 0], [0]]",True
2332,طی دو سال گذشته,طی یددو سال گذشتخه,3.0,2.0,1.0,"[[], [2, 2], [], [2]]",True
2333,ستاد بازسازی عتبات عالیات,ستاد بازسافی عتبات عالیات,1.0,1.0,0.0,"[[], [0], [], []]",True
2334,ستاد بازسازی عتبات عالیات,ستاد بازسازی عتبت عالیات,1.0,1.0,1.0,"[[], [], [1], []]",True
2335,ستاد بازسازی عتبات عالیات,اد بازسازی عتبات عالیات,2.0,1.0,0.0,"[[1, 1], [], [], []]",False
2336,ستاد بازسازی عتبات عالیات,یآاد بازسازی عتبات عالیات,2.0,1.0,1.0,"[[0, 0], [], [], []]",True
2337,ستاد بازسازی عتبات عالیات,ساد بازسازی عتبات عالیاثت,2.0,2.0,0.0,"[[1], [], [], [2]]",True
2338,ستاد بازسازی عتبات عالیات,ستتد بازسازی عتیات عالیات,2.0,2.0,1.0,"[[0], [], [0], []]",True
2339,ستاد بازسازی عتبات عالیات,ستاد باساصز عتبات عالیات,3.0,1.0,0.0,"[[], [1, 2, 1], [], []]",True
2340,ستاد بازسازی عتبات عالیات,ستاد بازسازی عطیا عالیات,3.0,1.0,1.0,"[[], [], [0, 0, 1], []]",True
2341,ستاد بازسازی عتبات عالیات,ستاد بازساغی عتبات ععاقیات,3.0,2.0,0.0,"[[], [0], [], [2, 0]]",True
2342,ستاد بازسازی عتبات عالیات,ستاد بازسازی عتبلات هالیاات,3.0,2.0,1.0,"[[], [], [2], [0, 2]]",True
2343,طی چند سال گذشته,طحی چند سال گذشته,1.0,1.0,0.0,"[[2], [], [], []]",True
2344,طی چند سال گذشته,ی چند سال گذشته,1.0,1.0,1.0,"[[1], [], [], []]",False
2345,طی چند سال گذشته,جط چند سال گذشته,2.0,1.0,0.0,"[[2, 1], [], [], []]",True
2346,طی چند سال گذشته, چند سال گذشته,2.0,1.0,1.0,"[[1, 1], [], [], []]",False
2347,طی چند سال گذشته,طی چند سبال گصشته,2.0,2.0,0.0,"[[], [], [2], [0]]",True
2348,طی چند سال گذشته,تی چتد سال گذشته,2.0,2.0,1.0,"[[0], [0], [], []]",True
2349,طی چند سال گذشته,طی چند بسعاجل گذشته,3.0,1.0,0.0,"[[], [], [2, 2, 2], []]",True
2350,طی چند سال گذشته,طی چند یلآل گذشته,3.0,1.0,1.0,"[[], [], [0, 0, 2], []]",True
2351,طی چند سال گذشته,طی ند سغ گذشته,3.0,2.0,0.0,"[[], [1], [0, 1], []]",True
2352,طی چند سال گذشته,تطی چی سال گذشته,3.0,2.0,1.0,"[[2], [1, 0], [], []]",True
2353,مورد تاکید قرار دادند,مورد تاکی قرار دادند,1.0,1.0,0.0,"[[], [1], [], []]",False
2354,مورد تاکید قرار دادند,مورد تاکد قرار دادند,1.0,1.0,1.0,"[[], [1], [], []]",True
2355,مورد تاکید قرار دادند,مورد تاژکیعد قرار دادند,2.0,1.0,0.0,"[[], [2, 2], [], []]",True
2356,مورد تاکید قرار دادند,مورد تاکید قرار یداند,2.0,1.0,1.0,"[[], [], [], [2, 1]]",True
2357,مورد تاکید قرار دادند,مورد تاکید قعرار ظدادند,2.0,2.0,0.0,"[[], [], [2], [2]]",True
2358,مورد تاکید قرار دادند,مورد تاکد قرر دادند,2.0,2.0,1.0,"[[], [1], [1], []]",True
2359,مورد تاکید قرار دادند,مورد تعکعیسد قرار دادند,3.0,1.0,0.0,"[[], [0, 2, 2], [], []]",True
2360,مورد تاکید قرار دادند,مورد تاکید قرار یانذد,3.0,1.0,1.0,"[[], [], [], [0, 1, 2]]",True
2361,مورد تاکید قرار دادند,موحد تشاکیفد قرار دادند,3.0,2.0,0.0,"[[0], [2, 2], [], []]",True
2362,مورد تاکید قرار دادند,مورد طاکی قزار دادند,3.0,2.0,1.0,"[[], [0, 1], [0], []]",True
2363,مجمع جهانی بیداری اسلامی,مجلع جهانی بیداری اسلامی,1.0,1.0,0.0,"[[0], [], [], []]",True
2364,مجمع جهانی بیداری اسلامی,مجمع جهانی بیداری تاسلامی,1.0,1.0,1.0,"[[], [], [], [2]]",True
2365,مجمع جهانی بیداری اسلامی,مجمع جهانی بغیدگری اسلامی,2.0,1.0,0.0,"[[], [], [2, 0], []]",True
2366,مجمع جهانی بیداری اسلامی,مجمع جهانی بیداری اسالانمی,2.0,1.0,1.0,"[[], [], [], [2, 2]]",True
2367,مجمع جهانی بیداری اسلامی,مدمع جهاننی بیداری اسلامی,2.0,2.0,0.0,"[[0], [2], [], []]",True
2368,مجمع جهانی بیداری اسلامی,مجکع جهانی بیاری اسلامی,2.0,2.0,1.0,"[[0], [], [1], []]",True
2369,مجمع جهانی بیداری اسلامی,مجمع جوالغ بیداری اسلامی,3.0,1.0,0.0,"[[], [0, 0, 0], [], []]",True
2370,مجمع جهانی بیداری اسلامی,مک جهانی بیداری اسلامی,3.0,1.0,1.0,"[[1, 0, 1], [], [], []]",False
2371,مجمع جهانی بیداری اسلامی,مثجژمع جهانی بیداری اسلاای,3.0,2.0,0.0,"[[2, 2], [], [], [0]]",True
2372,مجمع جهانی بیداری اسلامی,مجنمع جهانی بیدرسی اسلامی,3.0,2.0,1.0,"[[2], [], [1, 2], []]",True
2373,امام جمعه موقت تهران,امام جمعه موقهت تهران,1.0,1.0,0.0,"[[], [], [2], []]",True
2374,امام جمعه موقت تهران,امام جمعه موقت تحران,1.0,1.0,1.0,"[[], [], [], [0]]",True
2375,امام جمعه موقت تهران,امام جمعه وظقت تهران,2.0,1.0,0.0,"[[], [], [1, 2], []]",True
2376,امام جمعه موقت تهران,لاام جمعه موقت تهران,2.0,1.0,1.0,"[[2, 1], [], [], []]",True
2377,امام جمعه موقت تهران,اام جمقه موقت تهران,2.0,2.0,0.0,"[[1], [0], [], []]",True
2378,امام جمعه موقت تهران,املم جمعه موقت تهرتن,2.0,2.0,1.0,"[[0], [], [], [0]]",True
2379,امام جمعه موقت تهران,امام ضچبه موقت تهران,3.0,1.0,0.0,"[[], [0, 0, 0], [], []]",True
2380,امام جمعه موقت تهران,امام جمعه موقت نرامن,3.0,1.0,1.0,"[[], [], [], [0, 1, 2]]",True
2381,امام جمعه موقت تهران,امام جمعه تموقت تژهرقن,3.0,2.0,0.0,"[[], [], [2], [2, 0]]",True
2382,امام جمعه موقت تهران,تاکام چجمعه موقت تهران,3.0,2.0,1.0,"[[2, 0], [2], [], []]",True
2383,انتخابات کمیته ملی المپیک,انتخابات کمیته مپلی المپیک,1.0,1.0,0.0,"[[], [], [2], []]",True
2384,انتخابات کمیته ملی المپیک,انتخابات کمیته مآی المپیک,1.0,1.0,1.0,"[[], [], [0], []]",True
2385,انتخابات کمیته ملی المپیک,انتخابات کمیته ظمل المپیک,2.0,1.0,0.0,"[[], [], [2, 1], []]",True
2386,انتخابات کمیته ملی المپیک,اتنتخاات کمیته ملی المپیک,2.0,1.0,1.0,"[[2, 1], [], [], []]",True
2387,انتخابات کمیته ملی المپیک,انخابات کمیته منلی المپیک,2.0,2.0,0.0,"[[1], [], [2], []]",True
2388,انتخابات کمیته ملی المپیک,انتخابات کمبیته ملی المچیک,2.0,2.0,1.0,"[[], [2], [], [0]]",True
2389,انتخابات کمیته ملی المپیک,انتعخابرک کمیته ملی المپیک,3.0,1.0,0.0,"[[2, 0, 0], [], [], []]",True
2390,انتخابات کمیته ملی المپیک,انتخابات کمیته ملی ابمی,3.0,1.0,1.0,"[[], [], [], [0, 1, 1]]",True
2391,انتخابات کمیته ملی المپیک,انتخابات کیته شمنلی المپیک,3.0,2.0,0.0,"[[], [1], [2, 2], []]",True
2392,انتخابات کمیته ملی المپیک,انتخابات کمیته مای اآلمپبیک,3.0,2.0,1.0,"[[], [], [0], [2, 2]]",True
2393,تشخیصی بیمار جدید مبتلا,تشخیصی بیمار دید مبتلا,1.0,1.0,0.0,"[[], [], [1], []]",False
2394,تشخیصی بیمار جدید مبتلا,تشخیصی بیمار جدید مبتآا,1.0,1.0,1.0,"[[], [], [], [0]]",True
2395,تشخیصی بیمار جدید مبتلا,تاشطیصی بیمار جدید مبتلا,2.0,1.0,0.0,"[[2, 0], [], [], []]",True
2396,تشخیصی بیمار جدید مبتلا,تشخسضصی بیمار جدید مبتلا,2.0,1.0,1.0,"[[0, 2], [], [], []]",True
2397,تشخیصی بیمار جدید مبتلا,تشخیصی شیمار جدقید مبتلا,2.0,2.0,0.0,"[[], [0], [2], []]",True
2398,تشخیصی بیمار جدید مبتلا,تسخیصی بیمار جدد مبتلا,2.0,2.0,1.0,"[[0], [], [1], []]",True
2399,تشخیصی بیمار جدید مبتلا,تچشخیدصدی بیمار جدید مبتلا,3.0,1.0,0.0,"[[2, 2, 2], [], [], []]",True
2400,تشخیصی بیمار جدید مبتلا,تشخیصی یاذر جدید مبتلا,3.0,1.0,1.0,"[[], [1, 1, 2], [], []]",True
2401,تشخیصی بیمار جدید مبتلا,تشخیصی بیمار کدکید متلا,3.0,2.0,0.0,"[[], [], [0, 2], [1]]",True
2402,تشخیصی بیمار جدید مبتلا,تشیصی بیمار جدید ملبتاا,3.0,2.0,1.0,"[[1], [], [], [2, 0]]",True
2403,یحیی سریع سخنگوی نیروهای,یثحیی سریع سخنگوی نیروهای,1.0,1.0,0.0,"[[2], [], [], []]",True
2404,یحیی سریع سخنگوی نیروهای,یحیی سریع سخنگوبی نیروهای,1.0,1.0,1.0,"[[], [], [2], []]",True
2405,یحیی سریع سخنگوی نیروهای,یحیی سریع سخنگوی هنیروهنای,2.0,1.0,0.0,"[[], [], [], [2, 2]]",True
2406,یحیی سریع سخنگوی نیروهای,یحیی سریع سهنگوسی نیروهای,2.0,1.0,1.0,"[[], [], [0, 2], []]",True
2407,یحیی سریع سخنگوی نیروهای,یحیی صریع قسخنگوی نیروهای,2.0,2.0,0.0,"[[], [0], [2], []]",True
2408,یحیی سریع سخنگوی نیروهای,یحیی سریغ سخنگوسی نیروهای,2.0,2.0,1.0,"[[], [0], [2], []]",True
2409,یحیی سریع سخنگوی نیروهای,یحیی حع سخنگوی نیروهای,3.0,1.0,0.0,"[[], [1, 0, 1], [], []]",True
2410,یحیی سریع سخنگوی نیروهای,حس سریع سخنگوی نیروهای,3.0,1.0,1.0,"[[1, 0, 1], [], [], []]",False
2411,یحیی سریع سخنگوی نیروهای,یحیی سریع سخنگآی نیعوهگی,3.0,2.0,0.0,"[[], [], [0], [0, 0]]",True
2412,یحیی سریع سخنگوی نیروهای,حی سریع سخنگوی نیروای,3.0,2.0,1.0,"[[1, 1], [], [], [1]]",True
2413,مدرسین حوزه علمیه قم,مدرسین حوشزه علمیه قم,1.0,1.0,0.0,"[[], [2], [], []]",True
2414,مدرسین حوزه علمیه قم,مدرسین حزه علمیه قم,1.0,1.0,1.0,"[[], [1], [], []]",True
2415,مدرسین حوزه علمیه قم,مدرسین حزذه علمیه قم,2.0,1.0,0.0,"[[], [1, 2], [], []]",True
2416,مدرسین حوزه علمیه قم,مدرسین حوزه علمیه غق,2.0,1.0,1.0,"[[], [], [], [2, 1]]",True
2417,مدرسین حوزه علمیه قم,مدرین حوزه علمیه قف,2.0,2.0,0.0,"[[1], [], [], [0]]",True
2418,مدرسین حوزه علمیه قم,مرسین حوزه علمه قم,2.0,2.0,1.0,"[[1], [], [1], []]",False
2419,مدرسین حوزه علمیه قم,مدرسین حوزه عهزمریه قم,3.0,1.0,0.0,"[[], [], [0, 2, 2], []]",True
2420,مدرسین حوزه علمیه قم,دریسن حوزه علمیه قم,3.0,1.0,1.0,"[[1, 2, 1], [], [], []]",True
2421,مدرسین حوزه علمیه قم,مبدشسین حوزه علمیه م,3.0,2.0,0.0,"[[2, 0], [], [], [1]]",True
2422,مدرسین حوزه علمیه قم,مدرسین حوزه غعلمیه فق,3.0,2.0,1.0,"[[], [], [2], [2, 1]]",True
2423,نیز ادامه خواهد داشت,نیز ادامه خواهد دشت,1.0,1.0,0.0,"[[], [], [], [1]]",False
2424,نیز ادامه خواهد داشت,نیز ادامه خواهد داست,1.0,1.0,1.0,"[[], [], [], [0]]",False
